exportador_anon;cnpj_anon;porte_do_exportador;descricao_da_operacao;uf;pais_destino_das_exportacoes;numero_da_operacao_anon;data_da_contratacao;moeda_sigla;fonte_de_recursos_desembolsos;custo_financeiro;setor_subsetor_de_atividade;area_operacional;modalidade_de_apoio;forma_de_apoio;produto;modalidade_operacional;mutuario;categoria;situacao_da_operacao;tipo_de_garantia
Exportador_160;5ddd343d392216fd9f50dee62ae37b5cd66eb8f6236a6c8c71f630ba926a7e9d;GRANDE;Exportação de bens;SP;ARGENTINA;58XXXXXXXX16;2018-05-15;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_161;c233863e7dce80f4a50ba33d6d93959251a3276d6da132594c4f5b9f53c2fca5;GRANDE;Exportação de bens;PR;ARGENTINA;58XXXXXXXX16;2018-05-16;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_82;24b6738c7552d66af666fa05a9e8efb8891e128300beaad84f938a85e0714f2e;MÉDIA;Exportação de bens;SP;PARAGUAI;60XXXXXXXX01;2018-05-17;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_82;24b6738c7552d66af666fa05a9e8efb8891e128300beaad84f938a85e0714f2e;MÉDIA;Exportação de bens;SP;PARAGUAI;60XXXXXXXX02;2018-05-17;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_156;3b8a86d39217e1d4484c77106553256b103ebfe9aa5a62f358600e05b9ff1cc4;GRANDE;Exportação de bens;SP;PARAGUAI;60XXXXXXXX03;2018-05-24;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_156;3b8a86d39217e1d4484c77106553256b103ebfe9aa5a62f358600e05b9ff1cc4;GRANDE;Exportação de bens;SP;PARAGUAI;60XXXXXXXX04;2018-05-24;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_60;555fbb8a1a189afcc5bd6e7a836a519a1610d9a3cff6e46d8d6ad628c52e919b;GRANDE;Exportação de bens;PR;EQUADOR;59XXXXXXXX02;2018-05-24;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_113;6a71f84bf9c8f7030bf8ca5873f3ce16db9c26abde19c3138f6823be07cbbae4;MÉDIA;Exportação de bens;SP;EQUADOR;60XXXXXXXX01;2018-05-28;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_162;c2fed1288d8610eb2be772ce55fe8fa26934f0e781fc15d3f89687d309de80e8;MÉDIA;Exportação de bens;SC;ARGENTINA;58XXXXXXXX17;2018-05-28;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS, APARELHOS E MATERIAIS ELETRICOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_163;48a9e54e364ca4e619e011241a26c94739fe3c0a5141feec82f6e3df18813f54;GRANDE;Exportação de bens;SP;PARAGUAI;57XXXXXXXX37;2018-05-28;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE PRODUTOS DIVERSOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_163;48a9e54e364ca4e619e011241a26c94739fe3c0a5141feec82f6e3df18813f54;GRANDE;Exportação de bens;SP;PARAGUAI;57XXXXXXXX38;2018-05-28;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE PRODUTOS DIVERSOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_163;48a9e54e364ca4e619e011241a26c94739fe3c0a5141feec82f6e3df18813f54;GRANDE;Exportação de bens;SP;PARAGUAI;60XXXXXXXX01;2018-05-28;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS, APARELHOS E MATERIAIS ELETRICOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_156;3b8a86d39217e1d4484c77106553256b103ebfe9aa5a62f358600e05b9ff1cc4;GRANDE;Exportação de bens;SP;PARAGUAI;60XXXXXXXX05;2018-06-11;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_159;a0509a31848376d563e0e7521efb34455aaa756d636c3e13e6ed922f6530cc01;GRANDE;Exportação de bens;SP;PARAGUAI;60XXXXXXXX03;2018-06-11;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_159;a0509a31848376d563e0e7521efb34455aaa756d636c3e13e6ed922f6530cc01;GRANDE;Exportação de bens;SP;PARAGUAI;60XXXXXXXX04;2018-06-11;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_164;877d7ff08624aedf67c073955bcfa8f22a8eb72ec9f534a0967d0c7c2d0ed6b8;GRANDE;Exportação de bens;SP;EQUADOR;59XXXXXXXX21;2018-06-11;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_165;0221e5dfcfacbc75d0d7342c74a9ede705a300cb1e3f496b3c448d16c57fc42a;GRANDE;Exportação de bens;SC;PARAGUAI;60XXXXXXXX05;2018-06-14;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_82;24b6738c7552d66af666fa05a9e8efb8891e128300beaad84f938a85e0714f2e;MÉDIA;Exportação de bens;SP;PARAGUAI;60XXXXXXXX03;2018-06-15;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_166;c0342584d47f241e397f2be3e2f0ec2f4e412f6c11c0c2950bd78579f08ab8e8;GRANDE;Exportação de bens;GO;NICARAGUA;60XXXXXXXX02;2018-06-18;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_60;555fbb8a1a189afcc5bd6e7a836a519a1610d9a3cff6e46d8d6ad628c52e919b;GRANDE;Exportação de bens;MG;ARGENTINA;60XXXXXXXX01;2018-06-19;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;COMERCIO/SERVICOS/COMERCIO E REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_167;f7b8c53d93c4fd669183e96b0f79ebed41d54bdbde989354475769da6d340ea1;MÉDIA;Exportação de bens;SP;NICARAGUA;60XXXXXXXX01;2018-06-19;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_167;f7b8c53d93c4fd669183e96b0f79ebed41d54bdbde989354475769da6d340ea1;MÉDIA;Exportação de bens;SP;NICARAGUA;60XXXXXXXX02;2018-06-21;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_156;3b8a86d39217e1d4484c77106553256b103ebfe9aa5a62f358600e05b9ff1cc4;GRANDE;Exportação de bens;SP;PARAGUAI;60XXXXXXXX06;2018-06-25;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_1;ca525e7a49e512c307fee61f4254efeb5883115cff255e203525a54b3946e365;GRANDE;Exportação de bens;RS;EQUADOR;60XXXXXXXX01;2018-06-27;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_1;ca525e7a49e512c307fee61f4254efeb5883115cff255e203525a54b3946e365;GRANDE;Exportação de bens;RS;EQUADOR;60XXXXXXXX02;2018-06-27;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_160;5ddd343d392216fd9f50dee62ae37b5cd66eb8f6236a6c8c71f630ba926a7e9d;MÉDIA;Exportação de bens;SP;BOLIVIA;60XXXXXXXX01;2018-06-27;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_163;48a9e54e364ca4e619e011241a26c94739fe3c0a5141feec82f6e3df18813f54;GRANDE;Exportação de bens;SP;PARAGUAI;57XXXXXXXX39;2018-06-27;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE PRODUTOS DIVERSOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_163;48a9e54e364ca4e619e011241a26c94739fe3c0a5141feec82f6e3df18813f54;GRANDE;Exportação de bens;SP;PARAGUAI;57XXXXXXXX40;2018-06-27;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE PRODUTOS DIVERSOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_145;e570a871868098d61707c5a301ef6791c3a95ee42196bd167ebe46b8924b31cf;GRANDE;Exportação de bens;MG;PARAGUAI;60XXXXXXXX01;2018-06-27;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_159;a0509a31848376d563e0e7521efb34455aaa756d636c3e13e6ed922f6530cc01;GRANDE;Exportação de bens;SP;PARAGUAI;60XXXXXXXX06;2018-07-10;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_156;3b8a86d39217e1d4484c77106553256b103ebfe9aa5a62f358600e05b9ff1cc4;GRANDE;Exportação de bens;SP;PARAGUAI;60XXXXXXXX07;2018-07-13;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_82;24b6738c7552d66af666fa05a9e8efb8891e128300beaad84f938a85e0714f2e;MÉDIA;Exportação de bens;SP;PARAGUAI;61XXXXXXXX01;2018-07-13;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_167;f7b8c53d93c4fd669183e96b0f79ebed41d54bdbde989354475769da6d340ea1;MÉDIA;Exportação de bens;SP;NICARAGUA;60XXXXXXXX03;2018-07-13;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_36;e71619e1f90bec74e17d5872df7d0e68ac6daf67a2efbe37f84b66e5c32cb1e9;MÉDIA;Exportação de bens;SP;EQUADOR;60XXXXXXXX01;2018-07-13;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_168;99fc8941a930c96af83edd84260250d705b308848d5d5d2cf6005f11bc67ae64;GRANDE;Exportação de bens;SC;NICARAGUA;60XXXXXXXX01;2018-07-19;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_123;512dbcb3fb0ded2e4ddc72a903f327beb878bddbb2a44d7d778dc5c4f866fa7f;GRANDE;Exportação de bens;SC;NICARAGUA;60XXXXXXXX01;2018-07-20;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_88;ec551c55a5e52c0792382ad30e9c1e6d5c9f9a70e9917345dd05412079de5472;GRANDE;Exportação de bens;RS;EQUADOR;60XXXXXXXX01;2018-07-26;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_156;3b8a86d39217e1d4484c77106553256b103ebfe9aa5a62f358600e05b9ff1cc4;GRANDE;Exportação de bens;SP;EQUADOR;61XXXXXXXX01;2018-07-27;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_156;3b8a86d39217e1d4484c77106553256b103ebfe9aa5a62f358600e05b9ff1cc4;GRANDE;Exportação de bens;SP;PARAGUAI;61XXXXXXXX01;2018-07-27;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_156;3b8a86d39217e1d4484c77106553256b103ebfe9aa5a62f358600e05b9ff1cc4;GRANDE;Exportação de bens;SP;PARAGUAI;61XXXXXXXX02;2018-07-27;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_88;ec551c55a5e52c0792382ad30e9c1e6d5c9f9a70e9917345dd05412079de5472;GRANDE;Exportação de bens;RS;EQUADOR;60XXXXXXXX01;2018-07-27;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_130;dc79a4cd721a08bfae44cab8b993efcf9b989ec4c140ebcf72a825b6a1928a07;GRANDE;Exportação de bens;SC;PARAGUAI;60XXXXXXXX01;2018-07-27;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_130;dc79a4cd721a08bfae44cab8b993efcf9b989ec4c140ebcf72a825b6a1928a07;GRANDE;Exportação de bens;SC;PARAGUAI;60XXXXXXXX02;2018-07-27;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_165;0221e5dfcfacbc75d0d7342c74a9ede705a300cb1e3f496b3c448d16c57fc42a;GRANDE;Exportação de bens;SC;PARAGUAI;60XXXXXXXX01;2018-07-27;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_169;cd6caaa0a35e8fbedbca9038be8a01fcdc79b767951129be057ec361f4421a28;MÉDIA;Exportação de bens;RS;PARAGUAI;60XXXXXXXX01;2018-07-27;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_170;c64d08d4198a6331727d2ddd2f1243b5ef54ceb1207982408abcbd227168b04f;MÉDIA;Exportação de bens;SP;PARAGUAI;61XXXXXXXX01;2018-08-10;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE PRODUTOS DE BORRACHA E DE MATERIAL PLASTICO;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_88;ec551c55a5e52c0792382ad30e9c1e6d5c9f9a70e9917345dd05412079de5472;GRANDE;Exportação de bens;RS;EQUADOR;60XXXXXXXX02;2018-08-10;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_156;3b8a86d39217e1d4484c77106553256b103ebfe9aa5a62f358600e05b9ff1cc4;GRANDE;Exportação de bens;SP;PARAGUAI;61XXXXXXXX03;2018-08-13;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_156;3b8a86d39217e1d4484c77106553256b103ebfe9aa5a62f358600e05b9ff1cc4;GRANDE;Exportação de bens;SP;PARAGUAI;60XXXXXXXX08;2018-08-14;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_159;a0509a31848376d563e0e7521efb34455aaa756d636c3e13e6ed922f6530cc01;GRANDE;Exportação de bens;SP;PARAGUAI;60XXXXXXXX07;2018-08-14;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
