exportador_anon;cnpj_anon;porte_do_exportador;descricao_da_operacao;uf;pais_destino_das_exportacoes;numero_da_operacao_anon;data_da_contratacao;moeda_sigla;fonte_de_recursos_desembolsos;custo_financeiro;setor_subsetor_de_atividade;area_operacional;modalidade_de_apoio;forma_de_apoio;produto;modalidade_operacional;mutuario;categoria;situacao_da_operacao;tipo_de_garantia
Exportador_15;99bbafd6e9e5a306a8367370dec70305cbce243c889f61668af1a6e3d1094000;GRANDE;Exportação de bens;SP;ESTADOS UNIDOS;14XXX03;2009-04-13;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEICULOS AUTOMOTORES;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Buyer;Ente privado;Bens de capital e demais operações;LIQUIDADA;Seguro de crédito/FGE / Real
Exportador_55;e3daeb761780c7b89216e5613f40e47c23480cd650e4e3aac142d512c368f038;GRANDE;Exportação de bens;PE;CUBA;13XXX67;2009-04-16;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS, APARELHOS E MATERIAIS ELETRICOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Supplier;Ente público;Bens de capital e demais operações;LIQUIDADA;Seguro de crédito/FGE
Exportador_60;555fbb8a1a189afcc5bd6e7a836a519a1610d9a3cff6e46d8d6ad628c52e919b;GRANDE;Exportação de bens;MG;ARGENTINA;19XXX68;2009-04-17;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEICULOS AUTOMOTORES;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_60;555fbb8a1a189afcc5bd6e7a836a519a1610d9a3cff6e46d8d6ad628c52e919b;GRANDE;Exportação de bens;MG;ARGENTINA;19XXX35;2009-04-27;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_43;3dc95d8b21eb69680735825d3bb30dab6afd80e48083a49e4319da311cfdc182;GRANDE;Exportação de bens;SP;ARGENTINA;17XXX91;2009-04-29;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_55;e3daeb761780c7b89216e5613f40e47c23480cd650e4e3aac142d512c368f038;GRANDE;Exportação de bens;PE;CUBA;13XXX67;2009-04-30;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS, APARELHOS E MATERIAIS ELETRICOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Supplier;Ente público;Bens de capital e demais operações;LIQUIDADA;Seguro de crédito/FGE
Exportador_18;dd03601e6ed4938a8daf14683f8abcfe8742c974f9d367ea00683ce2740ebdfe;GRANDE;Exportação de bens;SP;ARGENTINA;19XXX60;2009-05-15;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/METALURGIA;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Supplier;Ente público;Bens de capital e demais operações;LIQUIDADA;Seguro de crédito/FGE
Exportador_18;dd03601e6ed4938a8daf14683f8abcfe8742c974f9d367ea00683ce2740ebdfe;GRANDE;Exportação de bens;SP;ARGENTINA;19XXX60;2009-05-26;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/METALURGIA;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Supplier;Ente público;Bens de capital e demais operações;LIQUIDADA;Seguro de crédito/FGE
Exportador_36;e71619e1f90bec74e17d5872df7d0e68ac6daf67a2efbe37f84b66e5c32cb1e9;MÉDIA;Exportação de bens;SP;EQUADOR;18XXX12;2009-06-18;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Seguro de crédito / Pessoal
Exportador_36;e71619e1f90bec74e17d5872df7d0e68ac6daf67a2efbe37f84b66e5c32cb1e9;MÉDIA;Exportação de bens;SP;PERU;18XXX15;2009-06-18;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Seguro de crédito / Pessoal
Exportador_68;59bb8d16d0f98c5033da50906a53934a8c0c767938daeac0e08908cdb197bdd5;GRANDE;Exportação de bens;SP;CUBA;19XXX87;2009-06-18;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Supplier;Ente público;Bens de capital e demais operações;LIQUIDADA;Seguro de crédito/FGE
Exportador_29;49f0a743c691d246e9cda0969a566afa4fca0af596e7939cc69307ec5439a95a;GRANDE;Exportação de bens;PR;PARAGUAI;18XXX77;2009-06-19;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Seguro de crédito / Pessoal
Exportador_29;49f0a743c691d246e9cda0969a566afa4fca0af596e7939cc69307ec5439a95a;MÉDIA;Exportação de bens;PR;URUGUAI;17XXX36;2009-06-19;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Seguro de crédito / Pessoal
Exportador_43;3dc95d8b21eb69680735825d3bb30dab6afd80e48083a49e4319da311cfdc182;GRANDE;Exportação de bens;SP;ARGENTINA;17XXX91;2009-07-30;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE PRODUTOS DE METAL, EXCETO MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_29;49f0a743c691d246e9cda0969a566afa4fca0af596e7939cc69307ec5439a95a;GRANDE;Exportação de bens;PR;PARAGUAI;19XXX88;2009-08-13;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Seguro de crédito / Pessoal
Exportador_69;19f430c21b4e300a8f104ad955a13ca73a6e0a858a6c159db024529e57aa9c68;GRANDE;Exportação de bens;SP;ARGENTINA;18XXX23;2009-08-13;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE EQUIPAMENTOS DE INFORMATICA, PRODUTOS ELETRONICOS E OPTICOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_43;3dc95d8b21eb69680735825d3bb30dab6afd80e48083a49e4319da311cfdc182;GRANDE;Exportação de bens;SP;ARGENTINA;17XXX91;2009-08-13;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_36;e71619e1f90bec74e17d5872df7d0e68ac6daf67a2efbe37f84b66e5c32cb1e9;MÉDIA;Exportação de bens;SP;EQUADOR;19XXX49;2009-08-28;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Seguro de crédito / Pessoal
Exportador_43;3dc95d8b21eb69680735825d3bb30dab6afd80e48083a49e4319da311cfdc182;GRANDE;Exportação de bens;SP;ARGENTINA;19XXX16;2009-08-31;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_70;2749127395b8151372f594217adf6d222f1b671c8cdbb9b86c6a6236a3e02a74;PEQUENA;Exportação de bens;RS;CUBA;19XXX83;2009-09-04;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;COMERCIO/SERVICOS/COMERCIO VAREJISTA;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Supplier;Ente público;Bens de capital e demais operações;ATIVA;Seguro de crédito/FGE
Exportador_70;2749127395b8151372f594217adf6d222f1b671c8cdbb9b86c6a6236a3e02a74;PEQUENA;Exportação de bens;RS;CUBA;19XXX83;2009-09-04;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;COMERCIO/SERVICOS/COMERCIO VAREJISTA;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Supplier;Ente público;Bens de capital e demais operações;LIQUIDADA;Seguro de crédito/FGE
Exportador_71;12cdb026370f1b7ba7cf9b1991d401fcdba2445241ea38eee3a8fb1cea063ca7;GRANDE;Exportação de bens;SP;CUBA;19XXX30;2009-09-11;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Supplier;Ente público;Bens de capital e demais operações;LIQUIDADA;Seguro de crédito/FGE
Exportador_60;555fbb8a1a189afcc5bd6e7a836a519a1610d9a3cff6e46d8d6ad628c52e919b;GRANDE;Exportação de bens;MG;ARGENTINA;19XXX68;2009-09-22;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEICULOS AUTOMOTORES;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_60;555fbb8a1a189afcc5bd6e7a836a519a1610d9a3cff6e46d8d6ad628c52e919b;GRANDE;Exportação de bens;MG;ARGENTINA;19XXX68;2009-09-24;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEICULOS AUTOMOTORES;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_72;352ca0bde73f287d7acc66f379c91191746a3b3ccfd809defb5707607a80969b;GRANDE;Exportação de bens;SP;CUBA;19XXX65;2009-10-13;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Supplier;Ente público;Bens de capital e demais operações;LIQUIDADA;Seguro de crédito/FGE
Exportador_43;3dc95d8b21eb69680735825d3bb30dab6afd80e48083a49e4319da311cfdc182;GRANDE;Exportação de bens;SP;MEXICO;19XXX16;2009-11-17;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_60;555fbb8a1a189afcc5bd6e7a836a519a1610d9a3cff6e46d8d6ad628c52e919b;GRANDE;Exportação de bens;MG;ARGENTINA;19XXX68;2009-11-27;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEICULOS AUTOMOTORES;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_43;3dc95d8b21eb69680735825d3bb30dab6afd80e48083a49e4319da311cfdc182;GRANDE;Exportação de bens;SP;ARGENTINA;19XXX16;2009-11-27;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_6;4d72392d2f1f57882c7f8590b9507466e31517d782e8c29921db590406d2ca37;GRANDE;Exportação de bens;SP;PERU;19XXX13;2009-12-09;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE PRODUTOS DE BORRACHA E DE MATERIAL PLASTICO;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Seguro de crédito / Pessoal
Exportador_15;99bbafd6e9e5a306a8367370dec70305cbce243c889f61668af1a6e3d1094000;GRANDE;Exportação de bens;SP;ESTADOS UNIDOS;20XXX09;2009-12-10;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEICULOS AUTOMOTORES;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Buyer;Ente privado;Bens de capital e demais operações;LIQUIDADA;Seguro de crédito/FGE / Real / Pessoal
Exportador_18;dd03601e6ed4938a8daf14683f8abcfe8742c974f9d367ea00683ce2740ebdfe;GRANDE;Exportação de bens;SP;PERU;21XXX57;2009-12-17;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/METALURGIA;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Buyer;Ente privado;Bens de capital e demais operações;LIQUIDADA;Seguro de crédito/FGE / Pessoal
Exportador_18;dd03601e6ed4938a8daf14683f8abcfe8742c974f9d367ea00683ce2740ebdfe;GRANDE;Exportação de bens;SP;PERU;21XXX57;2009-12-17;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/METALURGIA;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Buyer;Ente privado;Bens de capital e demais operações;LIQUIDADA;Seguro de crédito/FGE / Pessoal
Exportador_60;555fbb8a1a189afcc5bd6e7a836a519a1610d9a3cff6e46d8d6ad628c52e919b;GRANDE;Exportação de bens;MG;ARGENTINA;19XXX68;2009-12-18;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEICULOS AUTOMOTORES;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_43;3dc95d8b21eb69680735825d3bb30dab6afd80e48083a49e4319da311cfdc182;GRANDE;Exportação de bens;SP;ARGENTINA;19XXX16;2009-12-22;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE PRODUTOS DE METAL, EXCETO MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_36;e71619e1f90bec74e17d5872df7d0e68ac6daf67a2efbe37f84b66e5c32cb1e9;MÉDIA;Exportação de bens;SP;ARGENTINA;20XXX31;2010-01-26;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Seguro de crédito / Pessoal
Exportador_60;555fbb8a1a189afcc5bd6e7a836a519a1610d9a3cff6e46d8d6ad628c52e919b;GRANDE;Exportação de bens;MG;ARGENTINA;19XXX68;2010-02-09;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEICULOS AUTOMOTORES;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_30;2722fe83611e17a37235e978a20cae8976ab00d1339927c24df9c95ff2409193;GRANDE;Exportação de bens;MG;GUINE EQUATORIAL;23XXX01;2010-02-25;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;COMERCIO/SERVICOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_60;555fbb8a1a189afcc5bd6e7a836a519a1610d9a3cff6e46d8d6ad628c52e919b;GRANDE;Exportação de bens;MG;ARGENTINA;19XXX68;2010-02-26;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEICULOS AUTOMOTORES;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_15;99bbafd6e9e5a306a8367370dec70305cbce243c889f61668af1a6e3d1094000;GRANDE;Exportação de bens;SP;ESPANHA;19XXX64;2010-03-17;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEICULOS AUTOMOTORES;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Buyer;Ente privado;Bens de capital e demais operações;LIQUIDADA;Seguro de crédito/FGE / Real / Pessoal
Exportador_73;7a992ff780e1058f81a209131fbff2d1b073101f2d2f9f1cc9d093d8285abe5d;GRANDE;Exportação de bens;SP;ARGENTINA;22XXXXXXXX01;2010-03-30;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE EQUIPAMENTOS DE INFORMATICA, PRODUTOS ELETRONICOS E OPTICOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_73;7a992ff780e1058f81a209131fbff2d1b073101f2d2f9f1cc9d093d8285abe5d;GRANDE;Exportação de bens;SP;ARGENTINA;22XXXXXXXX02;2010-03-30;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE EQUIPAMENTOS DE INFORMATICA, PRODUTOS ELETRONICOS E OPTICOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_73;7a992ff780e1058f81a209131fbff2d1b073101f2d2f9f1cc9d093d8285abe5d;GRANDE;Exportação de bens;SP;ARGENTINA;22XXXXXXXX03;2010-03-30;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE EQUIPAMENTOS DE INFORMATICA, PRODUTOS ELETRONICOS E OPTICOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_73;7a992ff780e1058f81a209131fbff2d1b073101f2d2f9f1cc9d093d8285abe5d;GRANDE;Exportação de bens;SP;ARGENTINA;22XXXXXXXX04;2010-03-30;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE EQUIPAMENTOS DE INFORMATICA, PRODUTOS ELETRONICOS E OPTICOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_73;7a992ff780e1058f81a209131fbff2d1b073101f2d2f9f1cc9d093d8285abe5d;GRANDE;Exportação de bens;SP;ARGENTINA;22XXXXXXXX05;2010-04-29;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE EQUIPAMENTOS DE INFORMATICA, PRODUTOS ELETRONICOS E OPTICOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_73;7a992ff780e1058f81a209131fbff2d1b073101f2d2f9f1cc9d093d8285abe5d;GRANDE;Exportação de bens;SP;ARGENTINA;22XXXXXXXX06;2010-04-29;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE EQUIPAMENTOS DE INFORMATICA, PRODUTOS ELETRONICOS E OPTICOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_73;7a992ff780e1058f81a209131fbff2d1b073101f2d2f9f1cc9d093d8285abe5d;GRANDE;Exportação de bens;SP;ARGENTINA;22XXXXXXXX07;2010-04-29;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE EQUIPAMENTOS DE INFORMATICA, PRODUTOS ELETRONICOS E OPTICOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_38;926e674af205d261c0c0c6c6b9469c8efc5706527d94395a1828e9c52eacea4f;GRANDE;Exportação de bens;SP;CHILE;23XXX77;2010-05-07;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Seguro de crédito/FGE / Pessoal
Exportador_73;7a992ff780e1058f81a209131fbff2d1b073101f2d2f9f1cc9d093d8285abe5d;GRANDE;Exportação de bens;SP;ARGENTINA;22XXXXXXXX08;2010-05-11;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE EQUIPAMENTOS DE INFORMATICA, PRODUTOS ELETRONICOS E OPTICOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_73;7a992ff780e1058f81a209131fbff2d1b073101f2d2f9f1cc9d093d8285abe5d;GRANDE;Exportação de bens;SP;ARGENTINA;22XXXXXXXX09;2010-05-11;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE EQUIPAMENTOS DE INFORMATICA, PRODUTOS ELETRONICOS E OPTICOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_73;7a992ff780e1058f81a209131fbff2d1b073101f2d2f9f1cc9d093d8285abe5d;GRANDE;Exportação de bens;SP;ARGENTINA;22XXXXXXXX10;2010-05-11;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE EQUIPAMENTOS DE INFORMATICA, PRODUTOS ELETRONICOS E OPTICOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
